date,week,bioassay,pot,plant,symptomatic_mean,assessment_SD,image_num,Leaf Score,LAD (%),Stem Score
29/4/2022,2022-W17,B001,100,1,46.11600639,12.14007384,2,3,10,3
29/4/2022,2022-W17,B001,100,2,49.49941596,2.61722364,2,5,50,5
29/4/2022,2022-W17,B001,100,3,59.64567276,1.747642376,2,7,60,7
29/4/2022,2022-W17,B001,101,1,61.2787805,1.204123848,2,7,60,9
29/4/2022,2022-W17,B001,101,2,63.90480707,2.193013144,4,5,70,9
29/4/2022,2022-W17,B001,102,1,50.57182216,19.53329436,2,7,50,5
29/4/2022,2022-W17,B001,102,2,33.60742693,5.223375079,2,7,40,5
29/4/2022,2022-W17,B001,102,3,47.30536623,14.30176206,2,7,40,7
29/4/2022,2022-W17,B001,102,4,59.05466224,25.41617904,2,5,30,5
29/4/2022,2022-W17,B001,102,5,49.01192557,4.388754342,2,5,10,3
29/4/2022,2022-W17,B001,118,1,26.63179897,1.856926408,2,7,50,7
29/4/2022,2022-W17,B001,118,2,41.00976575,2.0550417,2,7,60,9
29/4/2022,2022-W17,B001,118,3,36.61578475,4.272600699,2,7,60,7
29/4/2022,2022-W17,B001,118,4,38.84865998,11.69092732,3,7,60,7
29/4/2022,2022-W17,B001,118,5,39.55247827,3.525475861,2,7,50,9
29/4/2022,2022-W17,B001,119,1,43.26914759,11.43955929,2,7,60,5
29/4/2022,2022-W17,B001,119,2,40.13761911,1.180709919,2,7,60,5
29/4/2022,2022-W17,B001,119,3,20.6714417,4.525843993,2,7,50,5
29/4/2022,2022-W17,B001,119,4,28.30835537,2.700474624,2,9,60,5
29/4/2022,2022-W17,B001,120,1,18.47305087,4.327019169,3,7,30,5
29/4/2022,2022-W17,B001,120,2,24.58131071,1.818380875,2,5,20,5
29/4/2022,2022-W17,B001,120,3,26.6456636,0.045739946,2,5,30,7
29/4/2022,2022-W17,B001,120,4,20.40397256,4.268613161,3,5,20,5
29/4/2022,2022-W17,B001,120,5,25.47305657,0.548778941,2,7,30,5
29/4/2022,2022-W17,B001,121,1,23.18791731,5.631496541,3,5,20,3
29/4/2022,2022-W17,B001,121,2,28.51901971,9.164917576,2,5,30,5
29/4/2022,2022-W17,B001,121,3,19.59291868,4.069081787,2,5,30,5
29/4/2022,2022-W17,B001,121,4,28.56890492,6.130517082,3,7,50,5
29/4/2022,2022-W17,B001,121,5,17.07662076,5.762624005,2,7,50,5
29/4/2022,2022-W17,B001,122,1,29.61599008,1.158575427,2,5,20,3
29/4/2022,2022-W17,B001,122,2,27.50812287,7.489147361,3,7,30,3
29/4/2022,2022-W17,B001,122,3,22.17160407,6.376134035,2,7,30,5
29/4/2022,2022-W17,B001,122,4,32.39295748,4.681379841,2,5,50,5
29/4/2022,2022-W17,B001,122,5,29.74717418,3.255881361,2,7,30,5
29/4/2022,2022-W17,B001,123,1,22.8045737,0.802218613,2,5,10,3
29/4/2022,2022-W17,B001,123,2,24.76307361,0.032442924,2,5,10,3
29/4/2022,2022-W17,B001,123,3,15.06429398,6.090175158,2,7,20,3
29/4/2022,2022-W17,B001,123,4,27.09985519,6.577690292,2,7,40,5
29/4/2022,2022-W17,B001,123,5,38.50805501,6.984111481,2,5,30,9
29/4/2022,2022-W17,B001,13,1,47.3583228,33.07007382,2,5,50,7
29/4/2022,2022-W17,B001,13,2,58.83409925,0.005643319,2,7,40,5
29/4/2022,2022-W17,B001,13,3,53.08907459,10.96326173,3,7,50,9
29/4/2022,2022-W17,B001,13,4,46.0617035,6.08196837,3,7,40,5
29/4/2022,2022-W17,B001,139,1,18.36690097,2.433090872,2,5,20,5
29/4/2022,2022-W17,B001,139,2,44.96045699,8.854918985,2,7,30,7
29/4/2022,2022-W17,B001,139,3,61.13489071,0.430816055,2,7,40,9
29/4/2022,2022-W17,B001,139,4,44.60215347,3.788924907,2,5,30,7
29/4/2022,2022-W17,B001,14,1,41.37055418,6.902564838,3,7,30,5
29/4/2022,2022-W17,B001,14,2,52.21566792,7.117898118,3,7,30,5
29/4/2022,2022-W17,B001,14,3,35.20045232,0.745082447,2,5,30,5
29/4/2022,2022-W17,B001,14,4,52.17681346,10.32847086,3,7,20,5
29/4/2022,2022-W17,B001,14,5,38.05319409,5.972809513,2,5,40,5
29/4/2022,2022-W17,B001,140,1,61.86770269,6.74339478,2,7,50,9
29/4/2022,2022-W17,B001,140,2,17.68651942,4.375819963,3,7,40,5
29/4/2022,2022-W17,B001,140,3,16.44866557,0.645238857,2,5,10,3
29/4/2022,2022-W17,B001,140,4,17.48934964,0.058459457,2,7,20,5
29/4/2022,2022-W17,B001,141,1,53.88449135,2.859748529,2,7,60,9
29/4/2022,2022-W17,B001,141,2,46.53655602,5.670040779,3,9,60,7
29/4/2022,2022-W17,B001,142,1,19.17324075,5.109712328,2,7,30,5
29/4/2022,2022-W17,B001,142,2,19.29065695,0.264268687,2,5,20,5
29/4/2022,2022-W17,B001,142,3,42.86252789,3.975641595,2,7,10,3
29/4/2022,2022-W17,B001,143,1,51.78180105,4.102213793,2,5,30,5
29/4/2022,2022-W17,B001,143,2,47.21407457,19.86814635,2,3,10,5
29/4/2022,2022-W17,B001,143,3,62.67916377,7.911258252,2,7,50,9
29/4/2022,2022-W17,B001,144,1,28.50833604,38.62760885,2,5,10,1
29/4/2022,2022-W17,B001,144,2,59.33017045,0.666761136,2,3,30,5
29/4/2022,2022-W17,B001,144,3,44.59257282,0.227152821,2,5,20,9
29/4/2022,2022-W17,B001,15,1,53.42715231,2.08154826,2,5,40,5
29/4/2022,2022-W17,B001,15,2,56.48837543,2.061948503,3,7,50,7
29/4/2022,2022-W17,B001,15,3,72.42230799,4.596307434,3,7,60,9
29/4/2022,2022-W17,B001,15,4,44.05010384,6.300940105,3,7,50,7
29/4/2022,2022-W17,B001,15,5,51.77949805,1.727024415,3,9,60,7
29/4/2022,2022-W17,B001,16,1,27.95051092,5.145480541,2,5,30,5
29/4/2022,2022-W17,B001,16,2,26.8027976,15.64272576,2,7,40,7
29/4/2022,2022-W17,B001,16,3,24.64494288,3.060759917,2,7,40,5
29/4/2022,2022-W17,B001,16,4,43.04548367,7.952624723,2,5,30,5
29/4/2022,2022-W17,B001,16,5,48.08599427,10.07778191,2,5,30,5
29/4/2022,2022-W17,B001,160,1,59.52744819,0.063308701,2,7,70,7
29/4/2022,2022-W17,B001,160,2,63.02284758,5.368421351,2,7,70,9
29/4/2022,2022-W17,B001,161,1,79.32715429,3.999495062,3,9,80,7
29/4/2022,2022-W17,B001,162,1,80.16994105,5.492666256,2,7,90,9
29/4/2022,2022-W17,B001,162,2,63.17530436,1.682535856,3,9,80,7
29/4/2022,2022-W17,B001,163,1,71.32852096,0.769086809,2,7,60,7
29/4/2022,2022-W17,B001,163,2,32.69068936,0.993594441,2,9,40,5
29/4/2022,2022-W17,B001,165,1,40.10734176,6.26760694,2,9,60,7
29/4/2022,2022-W17,B001,165,2,30.15273477,5.131142573,2,9,70,7
29/4/2022,2022-W17,B001,165,3,51.39148787,6.067559432,3,9,50,7
29/4/2022,2022-W17,B001,17,1,67.51060558,3.374721436,2,5,20,5
29/4/2022,2022-W17,B001,17,2,55.1657951,0.700504328,2,5,20,5
29/4/2022,2022-W17,B001,17,3,61.85504536,1.260901236,3,7,50,9
29/4/2022,2022-W17,B001,17,4,47.66550943,15.03048549,3,5,50,7
29/4/2022,2022-W17,B001,18,1,58.4037278,35.3379094,2,5,50,7
29/4/2022,2022-W17,B001,18,2,60.18784737,7.46299354,2,5,40,5
29/4/2022,2022-W17,B001,18,3,31.18427812,8.735654734,2,5,30,3
29/4/2022,2022-W17,B001,18,4,68.62743782,6.022378293,3,7,50,5
29/4/2022,2022-W17,B001,18,5,46.95106499,2.092984993,2,5,40,5
29/4/2022,2022-W17,B001,34,1,51.85987659,3.147137111,3,7,30,9
29/4/2022,2022-W17,B001,34,2,33.57116371,12.90138912,3,5,30,7
29/4/2022,2022-W17,B001,34,3,42.89309543,11.7758674,2,7,50,7
29/4/2022,2022-W17,B001,34,4,29.45376411,15.83389966,4,5,20,5
29/4/2022,2022-W17,B001,35,1,68.3762536,2.396829231,2,5,50,9
29/4/2022,2022-W17,B001,35,2,43.376428,32.09658929,3,7,50,9
29/4/2022,2022-W17,B001,35,3,51.38661374,2.792846094,2,7,50,9
29/4/2022,2022-W17,B001,36,1,55.26678242,3.389116881,2,5,30,7
29/4/2022,2022-W17,B001,36,2,65.19780546,2.675942696,2,7,40,9
29/4/2022,2022-W17,B001,36,3,15.39754721,4.249763331,2,7,50,5
29/4/2022,2022-W17,B001,36,4,40.70704514,6.215035283,2,7,40,9
29/4/2022,2022-W17,B001,36,5,33.24525206,2.432122357,2,9,50,7
29/4/2022,2022-W17,B001,37,1,50.14563759,3.278966807,2,7,60,9
29/4/2022,2022-W17,B001,37,2,25.7707428,8.152505495,2,7,40,9
29/4/2022,2022-W17,B001,37,3,34.96467118,1.230207928,3,5,60,5
29/4/2022,2022-W17,B001,37,4,26.51640426,3.617162256,2,5,30,5
29/4/2022,2022-W17,B001,37,5,19.10672459,9.332969401,2,5,40,5
29/4/2022,2022-W17,B001,38,1,18.58163884,0.884309392,2,9,30,3
29/4/2022,2022-W17,B001,38,2,56.01640147,3.696779534,2,7,50,9
29/4/2022,2022-W17,B001,38,3,34.47619283,3.660125274,2,7,20,9
29/4/2022,2022-W17,B001,38,4,25.01850408,8.079228353,2,7,30,3
29/4/2022,2022-W17,B001,38,5,41.52413272,9.352108663,3,9,50,7
29/4/2022,2022-W17,B001,39,1,25.22311268,25.83688783,2,5,20,7
29/4/2022,2022-W17,B001,39,2,43.07057098,0.850175365,2,7,30,9
29/4/2022,2022-W17,B001,39,3,26.03240602,4.159488913,2,5,40,5
29/4/2022,2022-W17,B001,39,4,21.21642861,0.517976432,2,5,20,3
29/4/2022,2022-W17,B001,39,5,28.64646404,5.647755284,2,7,40,7
29/4/2022,2022-W17,B001,55,1,35.18519609,8.037314543,3,7,30,5
29/4/2022,2022-W17,B001,55,2,66.32194661,2.850991261,2,7,30,7
29/4/2022,2022-W17,B001,55,3,49.33187011,5.57837625,3,7,30,7
29/4/2022,2022-W17,B001,55,4,36.49114921,1.100077483,2,5,20,5
29/4/2022,2022-W17,B001,56,1,21.57581418,5.453558945,2,5,10,5
29/4/2022,2022-W17,B001,56,2,52.89023068,2.101610348,2,5,40,7
29/4/2022,2022-W17,B001,56,3,55.57476717,1.402887553,3,5,50,5
29/4/2022,2022-W17,B001,56,4,32.52675522,2.448116212,2,7,20,5
29/4/2022,2022-W17,B001,57,1,19.77250044,7.676324541,2,5,20,5
29/4/2022,2022-W17,B001,57,2,32.57857988,8.615265269,3,7,30,5
29/4/2022,2022-W17,B001,57,3,40.76228589,10.49717899,2,7,20,5
29/4/2022,2022-W17,B001,57,4,46.01936595,25.20127547,2,5,30,5
29/4/2022,2022-W17,B001,57,5,55.83329615,4.715445789,3,7,40,9
29/4/2022,2022-W17,B001,58,1,44.4492835,2.285921457,3,5,10,7
29/4/2022,2022-W17,B001,58,2,26.22260659,8.073755858,2,5,10,5
29/4/2022,2022-W17,B001,58,3,42.41009644,8.264696288,2,5,30,7
29/4/2022,2022-W17,B001,58,4,28.17497999,8.263872568,2,5,20,3
29/4/2022,2022-W17,B001,58,5,67.75125494,4.616157185,2,7,20,5
29/4/2022,2022-W17,B001,59,1,18.13829609,15.55047175,2,3,20,5
29/4/2022,2022-W17,B001,59,2,27.08092416,2.63124623,2,3,10,9
29/4/2022,2022-W17,B001,59,3,18.03502234,1.067979834,2,3,10,1
29/4/2022,2022-W17,B001,59,4,12.98772751,0.601527952,2,5,10,5
29/4/2022,2022-W17,B001,59,5,57.93662042,11.13251742,2,7,20,5
29/4/2022,2022-W17,B001,60,1,52.27160887,1.405391111,3,5,10,7
29/4/2022,2022-W17,B001,60,2,7.022890151,3.49300433,2,5,10,5
29/4/2022,2022-W17,B001,60,3,50.74787184,15.15134925,2,5,20,5
29/4/2022,2022-W17,B001,60,4,12.64,1.630659321,2,5,10,3
29/4/2022,2022-W17,B001,60,5,44.14129293,10.35230771,3,5,20,9
29/4/2022,2022-W17,B001,76,1,40.58168469,3.782124093,3,5,50,5
29/4/2022,2022-W17,B001,76,2,37.71663618,0.767901915,2,7,50,5
29/4/2022,2022-W17,B001,76,3,28.3381601,9.834508095,3,7,40,5
29/4/2022,2022-W17,B001,76,4,38.71701379,4.110290682,2,7,60,5
29/4/2022,2022-W17,B001,76,5,47.71232808,5.080186616,2,7,50,7
29/4/2022,2022-W17,B001,77,1,36.87397076,6.171682876,2,5,50,7
29/4/2022,2022-W17,B001,77,2,45.41707235,17.0049353,3,7,60,7
29/4/2022,2022-W17,B001,77,3,33.57801652,3.832031686,3,7,30,5
29/4/2022,2022-W17,B001,77,4,30.68960159,12.23512564,2,7,50,7
29/4/2022,2022-W17,B001,77,5,25.79346661,3.018335456,2,7,50,5
29/4/2022,2022-W17,B001,78,1,75.67813511,0.733161118,3,7,90,7
29/4/2022,2022-W17,B001,78,2,43.53534276,8.708386316,2,9,60,7
29/4/2022,2022-W17,B001,78,3,31.39720571,2.382470278,4,9,50,5
29/4/2022,2022-W17,B001,78,4,22.64997839,3.67445075,4,5,30,5
29/4/2022,2022-W17,B001,79,1,12.28274743,4.222952185,2,7,50,5
29/4/2022,2022-W17,B001,79,2,15.37373739,1.900836012,2,5,10,3
29/4/2022,2022-W17,B001,79,3,31.6336845,4.078158324,2,3,10,3
29/4/2022,2022-W17,B001,79,4,31.72942762,4.07990433,2,7,30,5
29/4/2022,2022-W17,B001,79,5,32.10608297,0.21984564,2,7,40,5
29/4/2022,2022-W17,B001,80,1,29.62440482,2.310850719,2,9,60,5
29/4/2022,2022-W17,B001,80,2,29.3740923,4.891982568,3,7,60,5
29/4/2022,2022-W17,B001,80,3,51.89307372,0.678472265,2,5,50,5
29/4/2022,2022-W17,B001,80,4,22.44110577,4.917527605,3,7,50,5
29/4/2022,2022-W17,B001,80,5,24.4520359,6.130789146,3,7,50,5
29/4/2022,2022-W17,B001,81,1,14.70109645,5.91251195,2,5,10,5
29/4/2022,2022-W17,B001,81,2,25.23200804,3.703939193,3,7,30,5
29/4/2022,2022-W17,B001,81,3,32.81825725,4.894189355,3,9,50,5
29/4/2022,2022-W17,B001,81,4,36.06381567,2.888810323,3,9,50,9
29/4/2022,2022-W17,B001,81,5,26.40626619,7.992762163,3,5,30,5
29/4/2022,2022-W17,B001,97,1,75.06628166,2.30313324,2,7,70,9
29/4/2022,2022-W17,B001,97,2,60.40496972,11.26010168,4,7,50,7
29/4/2022,2022-W17,B001,97,3,37.03114693,11.1435887,2,7,40,7
29/4/2022,2022-W17,B001,98,1,53.10010063,3.135601127,2,5,50,7
29/4/2022,2022-W17,B001,98,2,29.27681087,7.335151457,2,7,30,5
29/4/2022,2022-W17,B001,98,3,67.80363546,4.623582101,2,7,50,7
29/4/2022,2022-W17,B001,98,4,80.91163817,2.660521317,2,7,80,7
29/4/2022,2022-W17,B001,98,5,65.32773242,9.787214808,2,5,40,9
29/4/2022,2022-W17,B001,99,1,60.6456165,10.34788378,3,3,20,5
29/4/2022,2022-W17,B001,99,2,38.01072799,26.07717495,2,5,20,5
29/4/2022,2022-W17,B001,99,3,53.20833774,6.029063073,2,5,50,7
29/4/2022,2022-W17,B001,99,4,76.41816629,3.719242506,2,7,60,9